,Alabama,AL,Abbeville,36310.0,31.595139,-85.20884699999998
,Alabama,AL,Adamsville,35005.0,33.59595,-87.000649
,Alabama,AL,Adamsville,35060.0,33.559629,-86.95346500000002
,Alabama,AL,Adamsville,35062.0,33.724920000000004,-87.01025200000002
,Alabama,AL,Adamsville,35073.0,33.651253000000004,-86.986935
,Alabama,AL,Adamsville,35118.0,33.527419,-87.034686
,Alabama,AL,Adamsville,35130.0,33.633156,-87.136688
,Alabama,AL,Adamsville,35214.0,33.576995000000004,-86.894065
,Alabama,AL,Adamsville,35224.0,33.517294,-86.94387900000002
,Alabama,AL,Addison,35540.0,34.234693,-87.20971999999998
,Alabama,AL,Akron,35441.0,32.852762,-87.75032900000002
,Alabama,AL,Alabaster,35007.0,33.215623,-86.797656
,Alabama,AL,Alabaster,35040.0,33.102967,-86.728894
,Alabama,AL,Alabaster,35080.0,33.261378,-86.913298
,Alabama,AL,Alabaster,35114.0,33.224414,-86.87931800000001
,Alabama,AL,Alabaster,35115.0,33.142472999999995,-86.89152800000002
,Alabama,AL,Alabaster,35124.0,33.32183,-86.74219699999998
,Alabama,AL,Albertville,35950.0,34.24975,-86.261098
,Alabama,AL,Albertville,35951.0,34.339098,-86.162297
,Alabama,AL,Albertville,35957.0,34.196159,-86.196898
,Alabama,AL,Albertville,35976.0,34.345766999999995,-86.330025
,Alabama,AL,Alexander City,35010.0,32.916719,-85.940589
,Alabama,AL,Alexander City,35089.0,32.945782,-86.08183199999998
,Alabama,AL,Alexander City,36861.0,32.890906,-85.850532
,Alabama,AL,Aliceville,35442.0,33.077211,-88.202696
,Alabama,AL,Aliceville,35447.0,33.251868,-88.157754
,Alabama,AL,Allgood,35013.0,33.902164,-86.517774
,Alabama,AL,Allgood,35121.0,33.941185,-86.455102
,Alabama,AL,Altoona,35952.0,34.052385,-86.310738
,Alabama,AL,Andalusia,36420.0,31.177149,-86.551502
,Alabama,AL,Andalusia,36421.0,31.324729,-86.506928
,Alabama,AL,Anderson,35610.0,34.954456,-87.245961
,Alabama,AL,Anderson,35648.0,34.958659999999995,-87.387836
